orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_month,shipdate_year,preparationtime
1332,Herbert Flentye,Second Class,66.36,7,0,26.544,Consumer,West,California,Furnishings                                       ,Furniture,23,Samstag,4,2016,25,4,2016,2
1333,Gene McClure,Standard Class,18.96,2,0,7.584,Corporate,Central,Wisconsin,Furnishings                                       ,Furniture,23,Mittwoch,9,2015,27,9,2015,4
1334,Todd Boyes,Standard Class,9.48,1,0,3.792,Corporate,East,Massachusetts,Furnishings                                       ,Furniture,30,Mittwoch,4,2014,4,5,2014,4
1335,Todd Boyes,Second Class,15.168,2,0.2,3.792,Corporate,East,Ohio,Furnishings                                       ,Furniture,9,Freitag,1,2015,13,1,2015,4
1336,Larry Tron,Standard Class,14.56,5,0.6,-6.188,Consumer,Central,Illinois,Furnishings                                       ,Furniture,20,Mittwoch,4,2016,24,4,2016,4
1337,Alan Barnes,First Class,29.12,4,0,12.5216,Corporate,South,Virginia,Furnishings                                       ,Furniture,27,Dienstag,8,2013,29,8,2013,2
1338,Rose O'Brian,Standard Class,14.56,2,0,6.2608,Consumer,East,New York,Furnishings                                       ,Furniture,15,Sonntag,9,2013,20,9,2013,5
1339,Sally Knutson,Standard Class,11.648,2,0.2,3.3488,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,23,Donnerstag,7,2015,28,7,2015,5
1340,Scott Cohen,Standard Class,14.56,2,0,6.2608,Consumer,East,New York,Furnishings                                       ,Furniture,18,Mittwoch,5,2016,23,5,2016,5
1341,Alan Dominguez,Second Class,17.472,3,0.2,5.0232,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,9,Montag,9,2013,14,9,2013,5
1342,Thomas Thornton,Standard Class,52.416,9,0.2,15.0696,Consumer,West,Colorado,Furnishings                                       ,Furniture,11,Donnerstag,12,2014,16,12,2014,5
1343,Thomas Thornton,First Class,60.672,6,0.2,12.8928,Home Office,East,Ohio,Furnishings                                       ,Furniture,9,Montag,9,2013,11,9,2013,2
1344,Thomas Thornton,Same Day,63.2,5,0,23.384,Corporate,West,California,Furnishings                                       ,Furniture,25,Freitag,9,2015,25,9,2015,0
1345,Irene Maddox,First Class,63.2,5,0,23.384,Home Office,East,Massachusetts,Furnishings                                       ,Furniture,31,Dienstag,12,2013,3,1,2014,3
1346,Valerie Takahito,Standard Class,101.12,8,0,37.4144,Corporate,West,California,Furnishings                                       ,Furniture,29,Donnerstag,12,2016,5,1,2017,7
1347,Valerie Takahito,Second Class,30.336,6,0.6,-17.4432,Consumer,Central,Texas,Furnishings                                       ,Furniture,4,Samstag,6,2016,7,6,2016,3
1348,Bruce Degenhardt,Second Class,91.008,9,0.2,19.3392,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,13,Mittwoch,7,2016,17,7,2016,4
1349,Bruce Degenhardt,First Class,10.11,3,0,3.2352,Consumer,West,California,Furnishings                                       ,Furniture,15,Freitag,11,2013,18,11,2013,3
1350,Bruce Degenhardt,Second Class,4.044,3,0.6,-2.8308,Consumer,Central,Illinois,Furnishings                                       ,Furniture,5,Freitag,6,2015,10,6,2015,5
1351,Bruce Degenhardt,Standard Class,10.11,3,0,3.2352,Consumer,West,Washington,Furnishings                                       ,Furniture,18,Samstag,10,2014,22,10,2014,4
1352,Kimberly Carter,Standard Class,12.132,9,0.6,-8.4924,Corporate,Central,Illinois,Furnishings                                       ,Furniture,28,Freitag,11,2014,4,12,2014,6
1353,Chad Sievert,Second Class,38.97,3,0,4.6764,Home Office,East,Massachusetts,Furnishings                                       ,Furniture,27,Donnerstag,11,2014,29,11,2014,2
1354,Sean Christensen,Standard Class,12.99,1,0,1.5588,Consumer,East,New Jersey,Furnishings                                       ,Furniture,4,Sonntag,12,2016,10,12,2016,6
1355,Adam Shillingsburg,First Class,41.568,4,0.2,-4.1568,Corporate,East,Ohio,Furnishings                                       ,Furniture,29,Donnerstag,5,2014,31,5,2014,2
1356,Kelly Williams,First Class,20.016,3,0.2,5.5044,Corporate,South,Florida,Furnishings                                       ,Furniture,19,Dienstag,3,2013,21,3,2013,2
1357,Edward Nazzal,Second Class,25.02,3,0,10.5084,Home Office,West,California,Furnishings                                       ,Furniture,2,Mittwoch,11,2016,4,11,2016,2
1358,Eric Barreto,Standard Class,87.96,3,0.2,7.6965,Corporate,West,Arizona,Furnishings                                       ,Furniture,13,Freitag,12,2013,17,12,2013,4
1359,Adam Bellavance,Standard Class,29.32,2,0.6,-24.189,Consumer,Central,Illinois,Furnishings                                       ,Furniture,25,Samstag,5,2013,29,5,2013,4
1360,Amy Hunt,Second Class,47.98,2,0,11.0354,Home Office,South,Virginia,Furnishings                                       ,Furniture,22,Montag,9,2014,26,9,2014,4
1361,Jack O'Briant,Second Class,71.97,3,0,16.5531,Consumer,East,New York,Furnishings                                       ,Furniture,6,Sonntag,3,2016,11,3,2016,5
1362,Jack O'Briant,Standard Class,23.99,1,0,5.5177,Consumer,South,Georgia,Furnishings                                       ,Furniture,3,Sonntag,7,2016,7,7,2016,4
1363,Jack O'Briant,Standard Class,23.99,1,0,5.5177,Home Office,West,California,Furnishings                                       ,Furniture,24,Dienstag,12,2013,29,12,2013,5
1364,Chad Sievert,Standard Class,14.82,3,0,6.2244,Consumer,East,Massachusetts,Furnishings                                       ,Furniture,18,Freitag,9,2015,23,9,2015,5
1365,Chad Sievert,Standard Class,14.82,3,0,6.2244,Corporate,West,California,Furnishings                                       ,Furniture,8,Sonntag,11,2015,13,11,2015,5
1366,Chad Sievert,Standard Class,24.7,5,0,10.374,Consumer,West,California,Furnishings                                       ,Furniture,9,Donnerstag,4,2015,15,4,2015,6
1367,Chad Sievert,Standard Class,19.76,4,0,8.2992,Home Office,Central,Michigan,Furnishings                                       ,Furniture,18,Freitag,11,2016,24,11,2016,6
1368,Chad Sievert,Standard Class,7.904,2,0.2,2.1736,Consumer,South,Florida,Furnishings                                       ,Furniture,17,Sonntag,7,2016,22,7,2016,5
1369,Mick Hernandez,Standard Class,34.58,7,0,14.5236,Corporate,Central,Iowa,Furnishings                                       ,Furniture,31,Sonntag,1,2016,6,2,2016,6
1370,Grant Carroll,Standard Class,19.76,4,0,8.2992,Consumer,West,California,Furnishings                                       ,Furniture,7,Mittwoch,9,2016,11,9,2016,4
1371,Grant Carroll,First Class,67,5,0,32.16,Consumer,Central,Michigan,Furnishings                                       ,Furniture,30,Freitag,10,2015,1,11,2015,2
1372,Grant Carroll,Standard Class,40.2,3,0,19.296,Consumer,East,New York,Furnishings                                       ,Furniture,28,Mittwoch,10,2015,3,11,2015,6
1373,Maribeth Dona,Second Class,26.8,2,0,12.864,Corporate,East,New York,Furnishings                                       ,Furniture,4,Sonntag,5,2014,9,5,2014,5
1374,Thais Sissman,Standard Class,21.44,2,0.2,7.504,Home Office,West,Colorado,Furnishings                                       ,Furniture,25,Freitag,9,2015,2,10,2015,7
1375,Thais Sissman,Second Class,13.4,1,0,6.432,Corporate,East,Delaware,Furnishings                                       ,Furniture,6,Sonntag,12,2015,11,12,2015,5
1376,Thais Sissman,Second Class,37.4,2,0,14.212,Corporate,West,Nevada,Furnishings                                       ,Furniture,9,Sonntag,6,2013,13,6,2013,4
1377,Liz Pelletier,Standard Class,18.7,1,0,7.106,Consumer,West,California,Furnishings                                       ,Furniture,19,Samstag,11,2016,24,11,2016,5
1378,Suzanne McNair,Second Class,51.56,2,0.6,-61.872,Corporate,Central,Illinois,Furnishings                                       ,Furniture,31,Samstag,5,2014,5,6,2014,5
1379,Raymond Book,First Class,128.9,2,0,15.468,Consumer,West,California,Furnishings                                       ,Furniture,8,Donnerstag,12,2016,9,12,2016,1
1380,Delfina Latchford,Standard Class,39.96,5,0.6,-23.976,Corporate,Central,Texas,Furnishings                                       ,Furniture,2,Montag,12,2013,6,12,2013,4
1381,Sonia Sunley,Second Class,31.968,2,0.2,6.3936,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,20,Mittwoch,1,2016,25,1,2016,5
1382,Sonia Sunley,Second Class,23.976,3,0.6,-14.3856,Consumer,Central,Texas,Furnishings                                       ,Furniture,6,Freitag,12,2013,8,12,2013,2
1383,Dan Campbell,Standard Class,111.888,7,0.2,22.3776,Corporate,West,Arizona,Furnishings                                       ,Furniture,1,Freitag,5,2015,5,5,2015,4
1384,Dan Campbell,Standard Class,23.976,3,0.6,-14.3856,Home Office,Central,Illinois,Furnishings                                       ,Furniture,9,Donnerstag,6,2016,13,6,2016,4
1385,Dan Campbell,Standard Class,79.92,4,0,28.7712,Consumer,West,California,Furnishings                                       ,Furniture,7,Sonntag,12,2014,12,12,2014,5
1386,Craig Molinari,Same Day,199.8,10,0,71.928,Consumer,West,Washington,Furnishings                                       ,Furniture,24,Samstag,9,2016,24,9,2016,0
1387,Craig Molinari,Standard Class,39.96,2,0,14.3856,Home Office,South,Virginia,Furnishings                                       ,Furniture,15,Samstag,11,2014,19,11,2014,4
1388,Helen Wasserman,Standard Class,80.96,4,0,29.1456,Consumer,West,California,Furnishings                                       ,Furniture,17,Montag,11,2014,21,11,2014,4
1389,Helen Wasserman,Second Class,80.96,4,0,29.1456,Consumer,West,Nevada,Furnishings                                       ,Furniture,30,Sonntag,11,2014,2,12,2014,2
1390,Grant Thornton,Second Class,40.48,2,0,14.5728,Consumer,West,California,Furnishings                                       ,Furniture,24,Sonntag,3,2013,29,3,2013,5
1391,Sanjit Engle,Second Class,48.576,3,0.2,9.7152,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,15,Sonntag,11,2015,20,11,2015,5
1392,Michael Paige,Standard Class,40.48,2,0,14.5728,Corporate,East,New York,Furnishings                                       ,Furniture,13,Sonntag,9,2015,17,9,2015,4
1393,Brian Stugart,Standard Class,63.824,2,0.2,9.5736,Consumer,East,Ohio,Furnishings                                       ,Furniture,20,Donnerstag,11,2014,26,11,2014,6
1394,Brian Stugart,Standard Class,142.4,5,0,52.688,Consumer,South,Georgia,Furnishings                                       ,Furniture,14,Samstag,9,2013,19,9,2013,5
1395,Sonia Sunley,Standard Class,56.96,2,0,21.0752,Consumer,East,New York,Furnishings                                       ,Furniture,4,Dienstag,6,2013,9,6,2013,5
1396,Sonia Sunley,Standard Class,22.784,1,0.2,4.8416,Consumer,West,Oregon,Furnishings                                       ,Furniture,23,Mittwoch,12,2015,29,12,2015,6
1397,Sonia Sunley,Standard Class,113.92,4,0,42.1504,Consumer,East,New York,Furnishings                                       ,Furniture,6,Samstag,12,2014,10,12,2014,4
1398,Evan Henry,Standard Class,85.44,3,0,31.6128,Consumer,West,California,Furnishings                                       ,Furniture,12,Montag,8,2013,16,8,2013,4
1399,Jennifer Halladay,Standard Class,45.568,2,0.2,9.6832,Home Office,South,Florida,Furnishings                                       ,Furniture,22,Donnerstag,10,2015,27,10,2015,5
1400,Christopher Martinez,Second Class,24.1,5,0,9.158,Consumer,South,Kentucky,Furnishings                                       ,Furniture,4,Mittwoch,11,2015,9,11,2015,5
1401,Darren Budd,Standard Class,24.1,5,0,9.158,Consumer,South,Kentucky,Furnishings                                       ,Furniture,28,Dienstag,10,2014,3,11,2014,6
1402,Barry Franz,Standard Class,11.568,3,0.2,2.6028,Corporate,South,Florida,Furnishings                                       ,Furniture,5,Montag,10,2015,9,10,2015,4
1403,Barry Franz,First Class,7.712,2,0.2,1.7352,Home Office,East,Ohio,Furnishings                                       ,Furniture,1,Donnerstag,12,2016,3,12,2016,2
1404,Liz Carlisle,Standard Class,7.712,2,0.2,1.7352,Consumer,West,Arizona,Furnishings                                       ,Furniture,24,Mittwoch,12,2014,29,12,2014,5
1405,Tonja Turnell,Standard Class,9.64,2,0,3.6632,Corporate,West,Washington,Furnishings                                       ,Furniture,30,Sonntag,10,2016,3,11,2016,4
1406,Tonja Turnell,Standard Class,254.744,7,0.6,-312.0614,Home Office,Central,Illinois,Furnishings                                       ,Furniture,17,Freitag,1,2014,24,1,2014,7
1407,Dianna Vittorini,Standard Class,272.94,3,0,30.0234,Consumer,Central,Michigan,Furnishings                                       ,Furniture,20,Sonntag,1,2013,26,1,2013,6
1408,Maria Bertelson,Standard Class,272.94,3,0,30.0234,Consumer,Central,Michigan,Furnishings                                       ,Furniture,1,Samstag,8,2015,7,8,2015,6
1409,Patrick Gardner,Standard Class,181.96,2,0,20.0156,Consumer,East,Maryland,Furnishings                                       ,Furniture,9,Mittwoch,7,2014,14,7,2014,5
1410,Astrea Jones,First Class,218.352,3,0.2,-24.5646,Corporate,West,Colorado,Furnishings                                       ,Furniture,26,Donnerstag,12,2013,28,12,2013,2
1411,Astrea Jones,Standard Class,198.46,2,0,99.23,Consumer,West,Washington,Furnishings                                       ,Furniture,8,Freitag,7,2016,15,7,2016,7
1412,Astrea Jones,Standard Class,595.38,6,0,297.69,Consumer,West,California,Furnishings                                       ,Furniture,27,Freitag,11,2015,1,12,2015,4
1413,Edward Becker,Second Class,198.46,2,0,99.23,Corporate,West,California,Furnishings                                       ,Furniture,27,Samstag,8,2016,29,8,2016,2
1414,Edward Becker,Standard Class,396.92,4,0,198.46,Consumer,East,New York,Furnishings                                       ,Furniture,15,Dienstag,12,2015,20,12,2015,5
1415,Katherine Ducich,Standard Class,238.152,3,0.2,89.307,Corporate,West,Arizona,Furnishings                                       ,Furniture,3,Mittwoch,9,2014,8,9,2014,5
1416,Katherine Ducich,Same Day,79.384,1,0.2,29.769,Consumer,East,Ohio,Furnishings                                       ,Furniture,15,Freitag,5,2015,15,5,2015,0
1417,Grant Thornton,Standard Class,396.92,5,0.2,148.845,Consumer,East,Ohio,Furnishings                                       ,Furniture,14,Donnerstag,7,2016,18,7,2016,4
1418,Rick Hansen,Standard Class,595.38,6,0,297.69,Corporate,South,Georgia,Furnishings                                       ,Furniture,20,Sonntag,4,2014,25,4,2014,5
1419,Julia Barnett,Standard Class,31.4,5,0,13.188,Corporate,East,Massachusetts,Furnishings                                       ,Furniture,30,Mittwoch,4,2014,4,5,2014,4
1420,Lela Donovan,Standard Class,15.072,3,0.2,4.1448,Corporate,East,Ohio,Furnishings                                       ,Furniture,2,Freitag,9,2016,8,9,2016,6
1421,Dennis Pardue,Standard Class,35.168,7,0.2,9.6712,Corporate,South,Tennessee,Furnishings                                       ,Furniture,3,Freitag,6,2016,7,6,2016,4
1422,Trudy Brown,Standard Class,35.168,7,0.2,9.6712,Consumer,East,Ohio,Furnishings                                       ,Furniture,24,Sonntag,11,2013,29,11,2013,5
1423,Christina Vanderzanden,Standard Class,18.84,3,0,7.9128,Consumer,West,California,Furnishings                                       ,Furniture,14,Donnerstag,7,2016,18,7,2016,4
1424,Christina Vanderzanden,Second Class,10.16,2,0,3.4544,Corporate,South,Alabama,Furnishings                                       ,Furniture,2,Sonntag,10,2016,6,10,2016,4
1425,Barry Franz,Standard Class,2.032,1,0.6,-1.3208,Home Office,Central,Illinois,Furnishings                                       ,Furniture,14,Mittwoch,12,2016,20,12,2016,6
1426,Barry Franz,Standard Class,20.32,4,0,6.9088,Corporate,South,Georgia,Furnishings                                       ,Furniture,18,Sonntag,9,2016,22,9,2016,4
1427,Bradley Drucker,Standard Class,15.24,3,0,5.1816,Home Office,West,California,Furnishings                                       ,Furniture,14,Sonntag,12,2014,18,12,2014,4
1428,Sandra Glassco,Standard Class,9.68,2,0,3.7752,Corporate,Central,Missouri,Furnishings                                       ,Furniture,24,Mittwoch,12,2014,30,12,2014,6
1429,Sandra Glassco,Standard Class,14.52,3,0,5.6628,Corporate,West,California,Furnishings                                       ,Furniture,3,Donnerstag,12,2015,8,12,2015,5
1430,Sandra Glassco,Second Class,15.488,4,0.2,3.6784,Corporate,West,Colorado,Furnishings                                       ,Furniture,30,Donnerstag,10,2014,2,11,2014,3
1431,Sung Pak,Standard Class,215.65,5,0,73.321,Consumer,West,California,Furnishings                                       ,Furniture,8,Mittwoch,7,2015,12,7,2015,4
1432,Michelle Ellison,Second Class,51.756,3,0.6,-33.6414,Home Office,Central,Illinois,Furnishings                                       ,Furniture,21,Sonntag,12,2014,26,12,2014,5
1433,Michelle Ellison,Standard Class,69.008,2,0.2,12.0764,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,7,Sonntag,7,2013,11,7,2013,4
1434,Michelle Ellison,Standard Class,43.13,1,0,14.6642,Consumer,West,Washington,Furnishings                                       ,Furniture,9,Mittwoch,9,2015,14,9,2015,5
1435,Michelle Ellison,First Class,34.504,1,0.2,6.0382,Consumer,South,Florida,Furnishings                                       ,Furniture,11,Sonntag,9,2016,12,9,2016,1
1436,Kimberly Carter,Standard Class,86.26,2,0,29.3284,Consumer,West,California,Furnishings                                       ,Furniture,3,Mittwoch,2,2016,8,2,2016,5
1437,Kimberly Carter,Same Day,101.94,3,0,30.582,Consumer,West,Washington,Furnishings                                       ,Furniture,23,Freitag,10,2015,23,10,2015,0
1438,Melanie Page,Standard Class,22.77,3,0,9.7911,Home Office,West,Washington,Furnishings                                       ,Furniture,15,Donnerstag,12,2016,20,12,2016,5
1439,Sally Hughsby,Standard Class,30.36,4,0,13.0548,Corporate,Central,Oklahoma,Furnishings                                       ,Furniture,14,Samstag,11,2015,18,11,2015,4
1440,Sonia Sunley,First Class,30.36,5,0.2,8.7285,Consumer,East,Ohio,Furnishings                                       ,Furniture,24,Dienstag,12,2013,26,12,2013,2
1441,Michelle Ellison,Standard Class,15.84,3,0,4.9104,Home Office,West,Washington,Furnishings                                       ,Furniture,8,Freitag,7,2016,12,7,2016,4
1442,Evan Minnotte,First Class,25.344,6,0.2,3.4848,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,11,Freitag,7,2014,13,7,2014,2
1443,Evan Minnotte,First Class,36.96,7,0,11.4576,Consumer,West,California,Furnishings                                       ,Furniture,31,Sonntag,7,2016,3,8,2016,3
1444,Karl Brown,Standard Class,21.12,4,0,6.5472,Corporate,East,New Hampshire,Furnishings                                       ,Furniture,26,Samstag,12,2015,2,1,2016,7
1445,Don Jones,Second Class,21.12,4,0,6.5472,Corporate,West,California,Furnishings                                       ,Furniture,10,Mittwoch,2,2016,15,2,2016,5
1446,Raymond Book,Standard Class,31.68,6,0,9.8208,Consumer,East,New York,Furnishings                                       ,Furniture,1,Freitag,11,2013,5,11,2013,4
1447,Raymond Book,Second Class,355.36,4,0,92.3936,Consumer,West,Idaho,Furnishings                                       ,Furniture,9,Montag,6,2014,11,6,2014,2
1448,Raymond Book,Standard Class,177.68,2,0,46.1968,Corporate,South,Virginia,Furnishings                                       ,Furniture,2,Dienstag,4,2013,8,4,2013,6
1449,Raymond Book,Standard Class,799.56,9,0,207.8856,Consumer,East,New York,Furnishings                                       ,Furniture,25,Freitag,12,2015,29,12,2015,4
1450,Brendan Sweed,First Class,213.216,3,0.2,15.9912,Corporate,South,Florida,Furnishings                                       ,Furniture,5,Freitag,7,2013,8,7,2013,3
1451,Evan Henry,Second Class,19.3,5,0.6,-14.475,Consumer,Central,Texas,Furnishings                                       ,Furniture,26,Dienstag,11,2013,1,12,2013,5
1452,Guy Phonely,Standard Class,30.88,4,0.2,3.86,Corporate,South,Florida,Furnishings                                       ,Furniture,12,Mittwoch,3,2014,17,3,2014,5
1453,Guy Phonely,Standard Class,19.3,2,0,5.79,Consumer,West,California,Furnishings                                       ,Furniture,20,Sonntag,1,2013,25,1,2013,5
1454,Guy Phonely,Standard Class,38.6,4,0,11.58,Consumer,South,Arkansas,Furnishings                                       ,Furniture,20,Sonntag,1,2013,26,1,2013,6
1455,Khloe Miller,Standard Class,83.92,4,0,5.8744,Corporate,East,Delaware,Furnishings                                       ,Furniture,8,Freitag,7,2016,12,7,2016,4
1456,Jesus Ocampo,Standard Class,41.96,2,0,2.9372,Home Office,West,Idaho,Furnishings                                       ,Furniture,6,Donnerstag,10,2016,11,10,2016,5
1457,Doug Bickford,Standard Class,25.176,3,0.6,-33.3582,Consumer,Central,Illinois,Furnishings                                       ,Furniture,28,Donnerstag,5,2015,1,6,2015,4
1458,Karen Seio,Standard Class,16.784,2,0.6,-22.2388,Home Office,Central,Texas,Furnishings                                       ,Furniture,17,Mittwoch,8,2016,24,8,2016,7
1459,Karen Seio,Standard Class,167.84,8,0,11.7488,Corporate,West,California,Furnishings                                       ,Furniture,31,Sonntag,5,2015,7,6,2015,7
1460,Michael Grace,Second Class,33.568,2,0.2,-5.4548,Corporate,East,Pennsylvania,Furnishings                                       ,Furniture,5,Mittwoch,3,2014,7,3,2014,2
1461,Victor Price,Same Day,63.968,2,0.2,0,Consumer,South,Florida,Furnishings                                       ,Furniture,29,Donnerstag,10,2015,29,10,2015,0
1462,Doug Bickford,Standard Class,199.9,5,0,39.98,Corporate,East,New York,Furnishings                                       ,Furniture,27,Mittwoch,11,2013,1,12,2013,4
1463,Doug Bickford,Standard Class,31.984,1,0.2,0,Consumer,South,Tennessee,Furnishings                                       ,Furniture,13,Samstag,8,2016,18,8,2016,5
1464,Yana Sorensen,Standard Class,119.94,3,0,23.988,Consumer,West,California,Furnishings                                       ,Furniture,16,Mittwoch,11,2016,20,11,2016,4
1465,Julia Barnett,First Class,199.9,5,0,39.98,Home Office,West,Washington,Furnishings                                       ,Furniture,5,Montag,12,2016,6,12,2016,1
1466,Julia Barnett,Standard Class,159.92,4,0,31.984,Home Office,South,Arkansas,Furnishings                                       ,Furniture,9,Donnerstag,4,2015,16,4,2015,7
1467,Susan Pistek,First Class,10.56,6,0,4.6464,Consumer,East,Maryland,Furnishings                                       ,Furniture,14,Samstag,2,2015,15,2,2015,1
1468,Sally Matthias,Standard Class,8.8,5,0,3.872,Consumer,South,Virginia,Furnishings                                       ,Furniture,21,Donnerstag,7,2016,27,7,2016,6
1469,Sally Matthias,Second Class,7.04,4,0,3.0976,Home Office,South,Georgia,Furnishings                                       ,Furniture,2,Donnerstag,4,2015,6,4,2015,4
1470,Darren Powers,First Class,5.28,3,0,2.3232,Consumer,West,California,Furnishings                                       ,Furniture,30,Mittwoch,7,2014,31,7,2014,1
1471,Matt Collister,Standard Class,4.224,3,0.2,1.2672,Consumer,West,Colorado,Furnishings                                       ,Furniture,23,Freitag,8,2013,27,8,2013,4
1472,Helen Wasserman,Standard Class,42.6,3,0,16.614,Home Office,West,California,Furnishings                                       ,Furniture,3,Montag,11,2014,7,11,2014,4
1473,Helen Wasserman,Standard Class,113.6,8,0,44.304,Consumer,East,New York,Furnishings                                       ,Furniture,9,Montag,3,2015,13,3,2015,4
1474,Pauline Johnson,Second Class,42.6,3,0,16.614,Consumer,West,California,Furnishings                                       ,Furniture,20,Sonntag,11,2016,22,11,2016,2
1475,James Galang,Standard Class,42.6,3,0,16.614,Consumer,South,Kentucky,Furnishings                                       ,Furniture,5,Samstag,9,2015,9,9,2015,4
1476,James Galang,Second Class,28.4,2,0,11.076,Corporate,Central,Michigan,Furnishings                                       ,Furniture,23,Mittwoch,11,2016,26,11,2016,3
1477,Joni Wasserman,First Class,28.4,2,0,11.076,Consumer,Central,Nebraska,Furnishings                                       ,Furniture,3,Montag,2,2014,5,2,2014,2
1478,Joni Wasserman,Standard Class,315.776,8,0.2,31.5776,Consumer,South,North Carolina,Furnishings                                       ,Furniture,14,Mittwoch,1,2015,20,1,2015,6
1479,Joni Wasserman,Standard Class,148.02,3,0,41.4456,Corporate,West,California,Furnishings                                       ,Furniture,29,Montag,8,2016,4,9,2016,6
1480,Dave Brooks,Standard Class,209.88,3,0,35.6796,Consumer,South,Kentucky,Furnishings                                       ,Furniture,21,Montag,4,2014,28,4,2014,7
1481,Jocasta Rupert,Standard Class,139.92,5,0.6,-150.414,Consumer,Central,Texas,Furnishings                                       ,Furniture,14,Mittwoch,10,2015,20,10,2015,6
1482,Jocasta Rupert,First Class,139.92,2,0,23.7864,Consumer,West,Washington,Furnishings                                       ,Furniture,16,Mittwoch,11,2016,19,11,2016,3
1483,Aaron Hawkins,Standard Class,629.64,9,0,107.0388,Home Office,West,California,Furnishings                                       ,Furniture,1,Donnerstag,12,2016,7,12,2016,6
1484,Emily Grady,Standard Class,83.952,3,0.6,-90.2484,Home Office,Central,Illinois,Furnishings                                       ,Furniture,4,Freitag,9,2015,10,9,2015,6
1485,Craig Yedwab,Second Class,209.88,3,0,35.6796,Corporate,West,Washington,Furnishings                                       ,Furniture,5,Donnerstag,11,2015,9,11,2015,4
1486,Rob Haberlin,Same Day,55.968,1,0.2,-2.0988,Corporate,South,Florida,Furnishings                                       ,Furniture,15,Montag,9,2014,15,9,2014,0
1487,Rob Haberlin,Same Day,51.264,6,0.2,7.6896,Consumer,East,Ohio,Furnishings                                       ,Furniture,16,Mittwoch,3,2016,16,3,2016,0
1488,Rob Haberlin,Standard Class,74.76,7,0,23.9232,Consumer,West,California,Furnishings                                       ,Furniture,20,Montag,10,2014,24,10,2014,4
1489,Deborah Brumfield,First Class,25.632,3,0.2,3.8448,Home Office,East,Pennsylvania,Furnishings                                       ,Furniture,20,Sonntag,9,2015,23,9,2015,3
1490,Dorris Love,Standard Class,60.84,3,0,19.4688,Consumer,South,Virginia,Furnishings                                       ,Furniture,18,Mittwoch,6,2014,24,6,2014,6
1491,Dianna Wilson,First Class,48.672,3,0.2,7.3008,Corporate,South,Florida,Furnishings                                       ,Furniture,11,Mittwoch,6,2014,12,6,2014,1
1492,Saphhira Shifley,Standard Class,60.84,3,0,19.4688,Home Office,West,California,Furnishings                                       ,Furniture,19,Freitag,9,2014,23,9,2014,4
1493,Vivian Mathis,Standard Class,40.56,2,0,12.9792,Home Office,Central,Kansas,Furnishings                                       ,Furniture,12,Donnerstag,9,2013,19,9,2013,7
1494,Vivian Mathis,First Class,25.83,3,0,9.5571,Home Office,West,California,Furnishings                                       ,Furniture,30,Mittwoch,11,2016,3,12,2016,3
1495,Jamie Kunitz,Second Class,10.332,3,0.6,-5.9409,Corporate,Central,Texas,Furnishings                                       ,Furniture,20,Montag,5,2013,22,5,2013,2
1496,Anthony Johnson,Standard Class,82.26,3,0,33.7266,Corporate,East,New York,Furnishings                                       ,Furniture,14,Mittwoch,10,2015,21,10,2015,7
1497,Mike Vittorini,Standard Class,82.26,3,0,33.7266,Home Office,West,Washington,Furnishings                                       ,Furniture,25,Mittwoch,11,2015,2,12,2015,7
1498,Cyma Kinney,Standard Class,27.42,1,0,11.2422,Consumer,East,New York,Furnishings                                       ,Furniture,21,Montag,11,2016,25,11,2016,4
1499,Cyma Kinney,Standard Class,43.872,2,0.2,11.5164,Home Office,East,Pennsylvania,Furnishings                                       ,Furniture,10,Donnerstag,3,2016,14,3,2016,4
1500,Helen Wasserman,Standard Class,274.2,10,0,112.422,Corporate,East,Maryland,Furnishings                                       ,Furniture,8,Dienstag,11,2016,13,11,2016,5
1501,Jenna Caffey,Standard Class,21.936,2,0.6,-10.4196,Corporate,Central,Texas,Furnishings                                       ,Furniture,17,Mittwoch,9,2014,21,9,2014,4
1502,Jenna Caffey,Standard Class,343.85,5,0,137.54,Consumer,South,Arkansas,Furnishings                                       ,Furniture,26,Samstag,12,2015,30,12,2015,4
1503,Harold Engle,Standard Class,82.524,3,0.6,-41.262,Consumer,Central,Texas,Furnishings                                       ,Furniture,18,Freitag,3,2016,23,3,2016,5
1504,Harold Engle,Standard Class,220.064,4,0.2,55.016,Consumer,South,Florida,Furnishings                                       ,Furniture,15,Dienstag,11,2016,20,11,2016,5
1505,Cindy Chapman,Same Day,165.048,3,0.2,41.262,Consumer,South,Florida,Furnishings                                       ,Furniture,29,Donnerstag,10,2015,29,10,2015,0
1506,Quincy Jones,Standard Class,137.54,2,0,55.016,Corporate,West,Washington,Furnishings                                       ,Furniture,18,Montag,11,2013,25,11,2013,7
1507,Quincy Jones,Standard Class,157.74,11,0,56.7864,Consumer,Central,Michigan,Furnishings                                       ,Furniture,2,Sonntag,10,2016,6,10,2016,4
