Region,Sales,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Product ID,Category,Sub-Category,Product Name
West,69.98,CA-2016-116547,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200
West,70.00800000000001,CA-2015-137526,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies
West,70.00800000000001,CA-2016-105494,First Class,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies
West,70.26,CA-2015-142454,Standard Class,RE-19450,Richard Eichhorn,Consumer,United States,Oakland,California,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube
West,70.464,CA-2017-129294,Standard Class,KD-16615,Ken Dana,Corporate,United States,Los Angeles,California,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3"""
West,70.56,CA-2014-110786,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock"
West,70.67999999999999,CA-2017-101805,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories
West,70.88,CA-2016-106460,Second Class,GT-14710,Greg Tran,Consumer,United States,San Francisco,California,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880
West,70.94999999999999,CA-2014-153808,Second Class,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners
West,70.98,CA-2017-142888,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Spokane,Washington,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table
West,71.04,CA-2017-133648,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing
West,71.08800000000001,CA-2016-126165,Second Class,AH-10465,Amy Hunt,Consumer,United States,San Francisco,California,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables
West,71.08800000000001,CA-2016-164889,Second Class,CP-12340,Christine Phan,Corporate,United States,Los Angeles,California,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables
West,71.08800000000001,CA-2017-137505,Same Day,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables
West,71.28,US-2017-142188,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894
West,71.6,CA-2016-125738,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
West,71.632,CA-2014-164469,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack"
West,71.88,US-2017-106145,Same Day,RA-19885,Ruben Ausman,Corporate,United States,San Francisco,California,OFF-EN-10001028,Office Supplies,Envelopes,Staple envelope
West,71.92,CA-2017-121048,Standard Class,TC-21295,Toby Carlisle,Consumer,United States,Westminster,California,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain"
West,71.92800000000001,US-2017-158505,Same Day,SF-20200,Sarah Foster,Consumer,United States,Murray,Utah,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader
West,71.952,CA-2017-136623,Standard Class,TS-21430,Tom Stivers,Corporate,United States,San Diego,California,TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable
West,71.96,CA-2017-136007,Standard Class,AC-10615,Ann Chong,Corporate,United States,Seattle,Washington,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector
West,71.96,CA-2017-151225,First Class,JM-15655,Jim Mitchum,Corporate,United States,Los Angeles,California,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable
West,71.97,CA-2016-126270,Standard Class,AF-10870,Art Ferguson,Consumer,United States,San Clemente,California,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13"
West,71.976,CA-2014-138681,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
West,71.976,CA-2016-103107,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4
West,71.976,CA-2016-166163,Second Class,CY-12745,Craig Yedwab,Corporate,United States,Oakland,California,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile)
West,71.976,CA-2017-119424,Second Class,SB-20185,Sarah Brown,Consumer,United States,Kent,Washington,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4
West,71.976,CA-2017-166093,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4
West,71.976,US-2015-159513,Standard Class,JD-15790,John Dryer,Consumer,United States,Los Angeles,California,TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black"
West,71.98,CA-2017-132262,First Class,ML-18265,Muhammed Lee,Consumer,United States,Seattle,Washington,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card
West,71.992,CA-2017-123491,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black"
West,72,CA-2016-144092,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige
West,72.29400000000001,CA-2016-106383,Second Class,BT-11440,Bobby Trafton,Consumer,United States,Littleton,Colorado,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors"
West,72.58800000000001,CA-2015-124800,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine
West,72.58800000000001,CA-2017-143378,Standard Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Oregon,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine
West,72.58800000000001,US-2017-107979,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Glendale,Arizona,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine
West,72.64,CA-2016-133795,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive
West,72.74400000000001,CA-2015-124058,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Oakland,California,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset
West,72.784,CA-2017-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black"
West,72.9,CA-2017-131807,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame
West,72.96000000000001,CA-2017-121853,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Los Angeles,California,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs
West,73.2,US-2016-115819,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener
West,73.28,CA-2015-121272,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Seattle,Washington,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor
West,73.32000000000001,CA-2014-104472,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame
West,73.344,CA-2017-120222,Standard Class,LL-16840,Lauren Leatherbury,Consumer,United States,Los Angeles,California,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders
West,73.584,CA-2016-109806,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550
West,73.584,US-2014-120313,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,San Francisco,California,TEC-PH-10003092,Technology,Phones,Motorola L804
West,73.67999999999999,US-2017-107888,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933
West,73.915,CA-2014-138177,Standard Class,ND-18460,Neil Ducich,Corporate,United States,Chandler,Arizona,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table
West,74,CA-2017-123001,Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,OFF-LA-10004544,Office Supplies,Labels,Avery 505
West,74.352,CA-2014-148040,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951
West,74.75999999999999,CA-2015-149097,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Los Angeles,California,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame
West,74.94,CA-2015-135580,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma
West,75.17999999999999,CA-2017-150189,First Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Mateo,California,OFF-LA-10002762,Office Supplies,Labels,Avery 485
West,75.36,CA-2015-122287,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame
West,75.792,CA-2017-102946,Standard Class,VP-21730,Victor Preis,Home Office,United States,Las Vegas,Nevada,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders
West,75.84,US-2015-120502,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room
West,76.12,CA-2014-131450,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector
West,76.12,CA-2017-149944,Second Class,MB-17305,Maria Bertelson,Consumer,United States,Longview,Washington,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector
West,76.14,CA-2014-169460,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,San Jose,California,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock"
West,76.176,CA-2016-145583,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips
West,76.58,US-2017-163790,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes"
West,76.75200000000001,CA-2017-118017,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Thornton,Colorado,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB
West,76.77600000000001,US-2017-125717,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine
West,77.031,CA-2015-124800,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder'
West,77.52,CA-2016-100244,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944
West,77.6,CA-2015-137526,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"
West,77.88,CA-2015-152527,Same Day,CM-12190,Charlotte Melton,Consumer,United States,Los Angeles,California,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum"
West,77.88,CA-2016-101343,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum"
West,77.92,CA-2014-143917,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings
West,78.256,CA-2017-116946,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,Colorado,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving
West,78.272,CA-2016-109869,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote"
West,78.35,CA-2014-153969,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2"
West,78.60000000000001,CA-2014-111451,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers
West,79.14,CA-2014-160262,Second Class,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909
West,79.14,CA-2017-134635,Second Class,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883
West,79.36,CA-2015-105844,Second Class,JF-15415,Jennifer Ferguson,Consumer,United States,Sparks,Nevada,OFF-AR-10001955,Office Supplies,Art,Newell 319
West,79.4,CA-2014-140039,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Tempe,Arizona,OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File
West,79.44,CA-2014-144071,Standard Class,DJ-13420,Denny Joy,Corporate,United States,San Francisco,California,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame
West,79.47,CA-2017-109701,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors
West,79.76,CA-2015-135545,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp
West,79.87200000000001,CA-2017-168655,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements
West,79.9,CA-2015-155040,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Brentwood,California,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse
West,79.92,CA-2015-135272,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Los Angeles,California,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock
West,79.92,CA-2016-116547,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock
West,79.92000000000002,CA-2017-108574,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White"
West,79.96,US-2017-142188,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount
West,79.968,CA-2014-119144,First Class,JD-16150,Justin Deggeller,Corporate,United States,Los Angeles,California,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4
West,79.98,CA-2017-132262,First Class,ML-18265,Muhammed Lee,Consumer,United States,Seattle,Washington,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse
West,79.99,CA-2017-159688,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Los Angeles,California,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse
West,80.28,CA-2016-147123,First Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Long Beach,California,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
West,80.3,CA-2014-106439,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite"
West,80.88,CA-2015-124919,First Class,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black"
West,80.96,CA-2015-107685,Second Class,JM-15865,John Murray,Consumer,United States,Las Vegas,Nevada,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"
West,80.96,CA-2015-126725,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"
West,80.96,US-2017-130687,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Edmonds,Washington,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame
West,80.98,CA-2014-114510,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black
West,80.98,CA-2015-130456,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black
West,81.08,US-2017-104451,Second Class,MM-18055,Michelle Moray,Consumer,United States,San Francisco,California,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector
West,81.08800000000001,CA-2017-156951,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front"
West,81.424,CA-2016-146325,First Class,DS-13180,David Smith,Corporate,United States,San Diego,California,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black"
West,81.424,US-2016-125969,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black"
West,81.568,CA-2017-137428,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray"
West,81.792,CA-2015-129546,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers
West,81.92,CA-2017-117212,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector
West,81.96,CA-2014-121762,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Seattle,Washington,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector
West,81.96,CA-2015-142993,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Seattle,Washington,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System"
West,81.98,CA-2016-165918,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Edmonds,Washington,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945
West,81.98,US-2014-133130,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,San Diego,California,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919
West,81.98,US-2014-147648,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,San Francisco,California,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893
West,82.26,CA-2016-113726,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Seattle,Washington,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock
West,82.368,CA-2015-129896,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black"
West,82.56,CA-2017-123022,Standard Class,SC-20050,Sample Company A,Home Office,United States,La Mesa,California,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8"""
West,82.80000000000001,CA-2014-114510,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB
West,82.896,CA-2014-107181,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers
West,82.95,CA-2016-114972,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse
West,82.95,CA-2017-123624,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Oxnard,California,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse
West,83.13600000000001,CA-2016-151148,Same Day,PO-19180,Philisse Overcash,Home Office,United States,Louisville,Colorado,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black"
West,83.168,US-2014-140116,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black"
West,83.42,CA-2016-165330,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector
West,83.69999999999999,CA-2015-132948,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Seattle,Washington,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub
West,83.76,CA-2017-115364,Standard Class,OT-18730,Olvera Toch,Consumer,United States,San Diego,California,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins
West,83.79,US-2017-103828,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,OFF-AP-10004249,Office Supplies,Appliances,Staple holder
West,83.84,CA-2014-111059,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers
West,83.88,CA-2017-144750,Same Day,DL-13495,Dionis Lloyd,Corporate,United States,Chandler,Arizona,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941
West,83.92000000000002,CA-2014-109918,Second Class,LR-17035,Lisa Ryan,Corporate,United States,Santa Clara,California,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder
West,83.92000000000002,CA-2017-156958,First Class,PB-18805,Patrick Bzostek,Home Office,United States,Seattle,Washington,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
West,83.98400000000001,CA-2014-156349,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service
West,83.98400000000001,US-2014-134733,Standard Class,BM-11650,Brian Moss,Corporate,United States,San Diego,California,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service
West,84.05600000000001,CA-2017-118731,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb"
West,84.416,CA-2017-145779,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Tucson,Arizona,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883
West,84.784,CA-2016-134544,Second Class,AC-10660,Anna Chung,Consumer,United States,San Francisco,California,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh
West,84.784,CA-2017-101308,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Seattle,Washington,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh
West,84.784,US-2016-156986,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh
West,84.84,CA-2016-109925,Second Class,IM-15070,Irene Maddox,Consumer,United States,San Diego,California,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager
West,84.98,CA-2017-131954,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase
West,85.056,CA-2015-104346,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,OFF-PA-10001166,Office Supplies,Paper,Xerox 1932
West,85.44,CA-2014-109897,Standard Class,BW-11200,Ben Wallace,Consumer,United States,San Francisco,California,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock"
West,86.19999999999999,CA-2016-140613,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Sparks,Nevada,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack"
West,86.26,CA-2017-161333,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"
West,86.272,CA-2015-124800,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope
West,86.304,CA-2015-144806,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain"
West,86.352,CA-2017-139080,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable
West,86.376,CA-2017-138464,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System
West,87.08,CA-2014-110555,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office
West,87.168,US-2016-127334,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,Springfield,Oregon,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers
